artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Onur Ozman,Jarusalem - Original Mix,0,2009,deep-house,0.939,0.739,0.206,0.0223,0.101,0.136,0.744,126.032,2000,chill
My Digital Enemy,Runaway (Feel The Love) - Original Mix,0,2006,deep-house,0.696,0.773,0.0311,0.00348,0.641,0.0329,0.792,128.002,2000,chill
Disciples,48HRS,41,2018,deep-house,0.773,0.728,0.057,0.0558,0.245,0.0945,0.482,119.97,2010,chill
Coldabank,Take Me Back,28,2019,deep-house,0.636,0.802,0.0529,0.00791,0.00411,0.159,0.362,119.977,2010,chill
Adriatique,Catch the Light,25,2013,deep-house,0.827,0.519,0.0652,0.00267,0.797,0.173,0.584,119.994,2010,chill
Mr. G,U Askin'? - Original Mix,0,2009,deep-house,0.76,0.774,0.0384,0.000141,0.883,0.658,0.243,126.418,2000,chill
EDX,SILLAGE,32,2018,deep-house,0.701,0.933,0.0407,0.121,0.924,0.0842,0.726,123.992,2010,chill
Matroda,That Beat - Keeld Remix,16,2019,deep-house,0.743,0.95,0.127,0.184,0.353,0.373,0.219,125.958,2010,chill
Moon Boots,Keep The Faith - Lifelike Remix,24,2018,deep-house,0.702,0.811,0.0475,0.0143,0.57,0.204,0.887,122.041,2010,chill
MK,Chemical - MK Remix,32,2021,deep-house,0.658,0.917,0.054,0.00828,0.378,0.193,0.491,124.019,2020,chill
Kathy Phillips,I Wish - Cp Radio,0,2002,deep-house,0.608,0.964,0.0451,0.0264,0.000179,0.0573,0.554,133.005,2000,chill
Luca Debonaire,Put the Work In - Radio Edit,32,2019,deep-house,0.849,0.926,0.0382,0.0478,0.000275,0.0579,0.384,122.996,2010,chill
The Blizzard,First Snow - The Blizzard Mix,20,2023,deep-house,0.557,0.747,0.0394,0.00916,0.935,0.092,0.0799,128.022,2020,chill
Bucie,Kiss You (Oristocratic Demor Music Remix),11,2014,deep-house,0.708,0.709,0.0563,0.0794,0.287,0.138,0.538,125.014,2010,chill
Kimara Lovelace,Circles - Hex's Vertigo Dub,0,2008,deep-house,0.786,0.792,0.0489,0.0586,0.855,0.172,0.702,123.964,2000,chill
Lulleaux,Even If You Don't,52,2021,deep-house,0.681,0.794,0.0343,0.576,0.000175,0.125,0.376,120.992,2020,chill
Lovebirds,Give Me a Dubf*ck,14,2011,deep-house,0.69,0.773,0.0473,0.00158,0.626,0.0224,0.426,118.003,2010,chill
Sam Paganini,Egotism,14,2012,deep-house,0.687,0.803,0.0383,7.06e-05,0.883,0.12,0.0737,126.012,2010,chill
Ralf Gum,Claudette - Ralf Gum Main Mix,33,2019,deep-house,0.872,0.262,0.128,0.116,0.0833,0.105,0.769,120.0,2010,chill
Aexcit,On My Way,30,2023,deep-house,0.611,0.826,0.0316,0.00192,0.00255,0.12,0.493,125.993,2020,chill
Latrice,On & On,3,2006,deep-house,0.848,0.758,0.0436,0.319,0.00224,0.365,0.948,123.979,2000,chill
Junior Jack,Da Hype - Instrumental Mix,0,2004,deep-house,0.645,0.599,0.0436,0.000106,0.925,0.323,0.617,125.963,2000,chill
Aril Brikha,Rising Sun,5,2011,detroit-techno,0.71,0.729,0.0416,0.00266,0.859,0.252,0.301,127.882,2010,chill
Robert Hood,The Exodos,2,2012,detroit-techno,0.342,0.796,0.0447,0.00212,0.805,0.105,0.0757,118.023,2010,chill
Fabrice Lig,X-Slaves Who Changed the World,0,2007,detroit-techno,0.797,0.663,0.0613,0.0747,0.483,0.0969,0.633,121.986,2000,chill
Fanon Flowers,Closer to the End - Original mix,0,2018,detroit-techno,0.817,0.708,0.158,0.4,0.919,0.11,0.408,129.006,2010,chill
Omar S,Cry Me a River,1,2017,detroit-techno,0.864,0.559,0.0591,0.000666,0.92,0.105,0.443,124.39,2010,chill
Terrence Parker,Heart Break - Richard Les Crees Remix,0,2016,detroit-techno,0.797,0.736,0.0493,0.00226,0.878,0.104,0.555,122.981,2010,chill
Terrence Parker,Why After All This - Original Mix,7,2017,detroit-techno,0.749,0.874,0.0697,0.000447,0.073,0.0905,0.343,129.076,2010,chill
Jay Daniel,I Have No Name,1,2013,detroit-techno,0.8,0.614,0.0881,1.55e-05,0.961,0.0811,0.115,126.225,2010,chill
Orlando Voorn,Batman 25 - Original Mix,0,2018,detroit-techno,0.636,0.822,0.0422,0.0589,0.94,0.101,0.35,129.996,2010,chill
K-Hand,In Yer Third Ear 2013 Coniston Slate,0,2013,detroit-techno,0.468,0.663,0.0672,0.00813,0.719,0.244,0.23,120.316,2010,chill
Scan 7,No Place Like Home,13,2019,detroit-techno,0.609,0.671,0.0422,0.0284,0.816,0.17,0.408,137.992,2010,chill
Inner City,Back Together Again - Reese Project Dub,1,2022,detroit-techno,0.801,0.876,0.0484,0.00353,0.933,0.0737,0.26,120.266,2020,chill
DJ 3000,Stand Alone,0,2003,detroit-techno,0.786,0.391,0.125,0.113,0.839,0.097,0.538,132.113,2000,chill
DJ 3000,Delray,0,2016,detroit-techno,0.799,0.819,0.0471,0.0266,0.822,0.091,0.206,127.998,2010,chill
Terrence Parker,Holy Spirit,0,2017,detroit-techno,0.778,0.732,0.0365,0.0496,0.858,0.0911,0.652,119.993,2010,chill
Terrence Parker,Dream Chaser Groove Track,0,2017,detroit-techno,0.789,0.981,0.0632,0.101,0.935,0.299,0.798,112.112,2010,chill
The Other People Place,Sorrow & A Cup of Joe,1,2017,detroit-techno,0.768,0.479,0.0658,0.000667,0.828,0.098,0.328,116.757,2010,chill
Carl Craig,Butterfly,7,2007,detroit-techno,0.615,0.717,0.0441,0.00219,0.877,0.106,0.289,120.019,2000,chill
Juan Atkins,Lightyears,31,2016,detroit-techno,0.802,0.327,0.0943,0.078,0.914,0.103,0.507,128.022,2010,chill
Blake Baxter,Sexy Dancer,1,2021,detroit-techno,0.809,0.72,0.0792,0.000217,0.873,0.0496,0.841,123.005,2020,chill
Surgeon,Winged Assassin,2,2020,detroit-techno,0.684,0.682,0.0497,0.000101,0.897,0.109,0.581,129.994,2020,chill
Octave One,Through Darkness - Original Mix,1,2008,detroit-techno,0.832,0.853,0.0885,0.0114,0.208,0.095,0.205,130.055,2000,chill
Octave One,The Edge Of Nothing - Original Mix,1,2008,detroit-techno,0.746,0.99,0.159,0.234,0.903,0.0234,0.325,127.878,2000,chill
Plastikman,Panikattack (Second Attack Remix),3,2007,detroit-techno,0.796,0.763,0.045,0.00219,0.904,0.105,0.0584,127.003,2000,chill
Orlando Voorn,Illegal in Detroit,0,2019,detroit-techno,0.602,0.969,0.079,0.0241,0.00305,0.0845,0.479,147.998,2010,chill
Juan Atkins,Zeolites,14,2016,detroit-techno,0.8,0.325,0.063,0.175,0.913,0.108,0.51,126.966,2010,chill
Scan 7,Burdens Down - Original Mix,3,2017,detroit-techno,0.747,0.913,0.041,0.000711,0.514,0.0477,0.85,130.005,2010,chill
DJ 3000,Freedom Train,0,2009,detroit-techno,0.732,0.806,0.092,0.0715,0.644,0.0971,0.797,160.004,2000,chill
DJ 3000,Escapia - Ambivalent Remix,0,2018,detroit-techno,0.798,0.76,0.066,0.007,0.912,0.122,0.111,129.007,2010,chill
DJ 3000,Cadence,0,2021,detroit-techno,0.772,0.787,0.0391,0.0216,0.752,0.0977,0.526,127.003,2020,chill
Nicole Freytag,Gib mir Zeit,0,2003,disco,0.527,0.783,0.0421,0.314,0.0,0.456,0.198,144.123,2000,chill
La Bionda,She's Not a Disco Lady - High Energy,27,2017,disco,0.786,0.797,0.0346,0.0194,4.25e-05,0.0424,0.818,117.297,2010,chill
Zsak,My God,32,2022,disco,0.677,0.955,0.0718,0.00773,0.565,0.0704,0.755,124.014,2020,chill
Tiger & Woods,Ginger & Fred,15,2016,disco,0.934,0.571,0.17,0.0171,0.396,0.0548,0.637,116.002,2010,chill
Lionel Richie,Just For You,29,2012,disco,0.657,0.599,0.03,0.1,3.06e-06,0.0957,0.531,115.007,2010,chill
Savage,A Love Again - Special Remix [Remastered],10,2010,disco,0.452,0.768,0.0819,0.0886,0.47,0.063,0.628,89.115,2010,chill
Lionel Richie,Brick House - Live In Paris,8,2007,disco,0.676,0.99,0.252,0.237,0.0,0.958,0.234,112.077,2000,chill
SHEE,For Friends,23,2022,disco,0.554,0.932,0.0653,0.025,0.905,0.3,0.422,125.987,2020,chill
Billy Ocean,All Over the World,20,2020,disco,0.705,0.634,0.0357,0.372,0.0,0.623,0.629,75.011,2020,chill
Atlantic Starr,Secret Lovers - Single Version,28,2000,disco,0.482,0.496,0.0454,0.817,0.0,0.118,0.521,80.751,2000,chill
Anna-Maria Zimmermann,Himmelblaue Augen - Single Mix,52,2017,disco,0.481,0.836,0.079,0.247,0.0,0.0699,0.395,126.02,2010,chill
Mtume,The After 6 Mix (Juicy Fruit Part II) aka Juicy Fruit Part II (Reprise),22,2018,disco,0.871,0.488,0.281,0.281,0.000526,0.0511,0.779,96.38,2010,chill
Rick James,17,5,2000,disco,0.739,0.839,0.0925,0.0478,0.000178,0.0698,0.807,119.161,2000,chill
Tina Turner,On Silent Wings - Single Edit,23,2004,disco,0.623,0.711,0.0277,0.189,0.00142,0.0906,0.499,117.422,2000,chill
Me & My Toothbrush,Funking Around,41,2020,disco,0.811,0.928,0.039,0.0258,0.00796,0.0436,0.803,123.998,2020,chill
Zimmer,Physique,25,2019,disco,0.638,0.483,0.0491,0.467,0.853,0.118,0.0419,100.998,2010,chill
"Earth, Wind & Fire",Insensitive - Studio Outtake - 1987,5,2012,disco,0.724,0.874,0.033,0.0256,0.00504,0.0377,0.945,107.073,2010,chill
Bananarama,Venus (Marc Almond's Hi NRG Showgirls Remix),10,2005,disco,0.671,0.792,0.0477,0.000189,0.547,0.328,0.646,130.001,2000,chill
Lillo Thomas,Hot Love,8,2009,disco,0.879,0.419,0.0477,0.108,0.000202,0.067,0.948,110.108,2000,chill
Marco Lys,Who Dares To Believe In Me,37,2019,disco,0.594,0.99,0.0655,6.38e-05,0.927,0.391,0.578,125.001,2010,chill
Gwen McCrae,90% of Me Is You,46,2012,disco,0.494,0.554,0.0884,0.719,0.0,0.16,0.742,82.803,2010,chill
"Earth, Wind & Fire",Sun Goddess (feat. Ramsey Lewis),10,2014,disco,0.552,0.919,0.0586,0.196,0.00775,0.0484,0.533,93.01,2010,chill
Michelle,Ich tanz' auch allein,8,2002,disco,0.693,0.657,0.0283,0.233,0.000125,0.171,0.714,114.996,2000,chill
DeBarge,I Like It - Soul Synopsis Mix,36,2020,disco,0.894,0.512,0.0368,0.175,0.000966,0.113,0.843,93.008,2020,chill
Jakatta,American Dream - Joey Negro Club Mix,25,2010,disco,0.773,0.952,0.0454,0.00149,0.854,0.0816,0.721,127.99,2010,chill
Yuksek,Chega de Saudade - Souvenirs d'été,31,2020,disco,0.779,0.746,0.166,0.451,0.192,0.926,0.835,97.987,2020,chill
Bad Boys Blue,Have You Ever Had a Love Like This,4,2001,disco,0.659,0.753,0.028,0.012,0.000775,0.0498,0.792,128.16,2000,chill
Dazz Band,It's Not Unusual,1,2000,disco,0.743,0.839,0.0785,0.0724,0.000796,0.0328,0.962,87.991,2000,chill
Baciary,Pocałowoł byk Cie roz,25,2005,disco,0.587,0.728,0.0445,0.764,0.0,0.188,0.761,139.843,2000,chill
Block & Crown,Carribean Queen,29,2022,disco,0.668,0.902,0.0337,0.00162,9.99e-05,0.216,0.524,123.01,2020,chill
ShockOne,Underloved (feat. Cecil),13,2018,drum-and-bass,0.529,0.903,0.0505,0.0154,7.22e-06,0.169,0.0547,140.048,2010,chill
Nookie,Drummer of Doom (Cloud 9 Remix) [2011 Remastered Mix],4,2011,drum-and-bass,0.616,0.927,0.0966,0.0119,0.926,0.153,0.685,149.867,2010,chill
Nu:Logic,The Sound Of Your Smile,32,2018,drum-and-bass,0.53,0.652,0.0395,0.0687,0.843,0.0765,0.0816,174.014,2010,chill
Shimon,Malice (feat. Kimani),1,2005,drum-and-bass,0.5,0.963,0.0783,0.000141,0.733,0.352,0.749,174.937,2000,chill
Teebee,Enemy (Unreleased 1996/7,1,2020,drum-and-bass,0.568,0.827,0.138,0.015,0.295,0.193,0.233,171.981,2020,chill
Maduk,Everytime,32,2019,drum-and-bass,0.497,0.89,0.0356,0.00532,0.000139,0.0951,0.225,174.974,2010,chill
Calibre,Out Of The Box - Original Mix,7,2009,drum-and-bass,0.466,0.532,0.0373,0.000584,0.761,0.122,0.0328,175.027,2000,chill
Dimension,Whip Slap,16,2015,drum-and-bass,0.452,0.997,0.0742,0.000169,0.925,0.355,0.324,174.0,2010,chill
Serum,The Finger,22,2017,drum-and-bass,0.682,0.978,0.213,0.0746,0.661,0.191,0.684,175.072,2010,chill
Serum,Moon in Your Eyes,28,2019,drum-and-bass,0.551,0.901,0.079,0.00401,0.00308,0.201,0.123,176.049,2010,chill
Artificial Intelligence,No Return,26,2011,drum-and-bass,0.55,0.973,0.0554,0.00369,0.889,0.0649,0.961,175.016,2010,chill
SpectraSoul,Sasquatch,5,2015,drum-and-bass,0.656,0.735,0.199,0.00587,0.389,0.0698,0.244,171.989,2010,chill
Keeno,Shelter From The Storm,22,2017,drum-and-bass,0.558,0.948,0.0498,0.0433,0.00633,0.145,0.199,175.001,2010,chill
BCee,Vicarage Road,9,2014,drum-and-bass,0.462,0.961,0.0384,0.0493,0.927,0.0443,0.386,86.994,2010,chill
4hero,No Imitation,6,2009,drum-and-bass,0.361,0.876,0.102,7.38e-05,0.778,0.41,0.351,153.965,2000,chill
The Prototypes,Lights,33,2014,drum-and-bass,0.298,0.977,0.074,0.0638,0.786,0.348,0.479,174.005,2010,chill
DJ Zinc,Illusion,4,2000,drum-and-bass,0.281,0.968,0.0884,0.000174,0.843,0.18,0.35,174.134,2000,chill
DJ Trace,Final Chapter - DJ Motive,1,2006,drum-and-bass,0.595,0.926,0.0794,0.0798,0.765,0.335,0.602,174.026,2000,chill
K Motionz,Battle,7,2016,drum-and-bass,0.602,0.96,0.355,0.000136,0.534,0.35,0.437,175.659,2010,chill
DJ Fresh,Shinobi,0,2003,drum-and-bass,0.386,0.961,0.222,0.00222,0.0582,0.387,0.236,118.56,2000,chill
TC,Get That Girl - Album Edit,5,2007,drum-and-bass,0.613,0.732,0.0448,0.00335,0.0707,0.0934,0.235,86.485,2000,chill
Technical Itch,Selective Perception,0,2013,drum-and-bass,0.414,0.926,0.0809,0.000556,0.878,0.872,0.445,176.121,2010,chill
London Elektricity,Hanging Rock,14,2005,drum-and-bass,0.459,0.935,0.0432,4.98e-05,0.755,0.0981,0.214,86.5,2000,chill
J Majik,Crazy World - Extended Edit,30,2018,drum-and-bass,0.274,0.937,0.0774,0.00214,5.47e-05,0.157,0.297,86.882,2010,chill
M-Beat,Just a Little (Mellow Mix),16,2018,drum-and-bass,0.448,0.751,0.2,0.0593,0.511,0.415,0.314,164.472,2010,chill
Utah Jazz,Dreaming - Remix,6,2010,drum-and-bass,0.544,0.961,0.0563,0.000695,0.492,0.0416,0.328,178.988,2010,chill
Friction,Galactic,13,2017,drum-and-bass,0.414,0.993,0.0582,0.00372,0.878,0.304,0.1,130.466,2010,chill
Apex,Symmetry,1,2006,drum-and-bass,0.529,0.983,0.0621,0.0448,0.391,0.313,0.557,133.681,2000,chill
Nicky Blackmarket,Lifestyle,8,2023,drum-and-bass,0.824,0.737,0.0844,0.00296,0.0012,0.614,0.211,87.462,2020,chill
Atlantic Connection,Situations,3,2006,drum-and-bass,0.65,0.887,0.0765,0.00932,0.254,0.102,0.512,84.989,2000,chill
Cornell Campbell,Kings Heart,6,2007,dub,0.731,0.308,0.219,0.111,6.89e-06,0.213,0.721,85.758,2000,chill
TYNAN,Stay,31,2021,dub,0.482,0.962,0.0698,0.0183,0.847,0.632,0.338,150.14,2020,chill
Caper,Street Life,0,2004,dub,0.801,0.742,0.0514,0.0335,0.0,0.325,0.639,94.998,2000,chill
Ray Volpe,Battle Of The Bros,29,2020,dub,0.532,0.97,0.057,0.000272,0.527,0.94,0.177,150.08,2020,chill
Slippy,Lone,32,2021,dub,0.362,0.661,0.0562,0.0419,0.0163,0.0878,0.0522,139.957,2020,chill
Thought Process,Beauty Beyond A Web Of Confusion,39,2018,dub,0.877,0.227,0.154,0.32,0.608,0.103,0.152,140.049,2010,chill
Nanobyte,Part of Life - Live,24,2013,dub,0.525,0.251,0.0383,0.658,0.907,0.0615,0.0894,140.068,2010,chill
LOUIEJAYXX,INDUSTRIAL,28,2023,dub,0.544,0.998,0.441,0.00895,0.472,0.26,0.259,150.135,2020,chill
Dubcreator,Rootsman Dub,0,2002,dub,0.836,0.637,0.046,0.00696,0.269,0.101,0.341,137.955,2000,chill
Peter Tosh,Buk-In-Hamm Palace - 2002 Remaster,36,2002,dub,0.79,0.824,0.0569,0.106,0.133,0.0665,0.774,113.817,2000,chill
Altone,ANDES HIGH,0,2000,dub,0.747,0.346,0.0567,0.344,0.229,0.25,0.246,90.003,2000,chill
Inhaler,It Won't Always Be Like This,53,2021,dub,0.518,0.895,0.0459,0.000241,5.28e-05,0.0702,0.278,127.965,2020,chill
Hypho,Questions,23,2023,dub,0.685,0.904,0.0521,0.0979,0.898,0.659,0.405,139.998,2020,chill
Virtual Riot,The Darkest Night,25,2018,dub,0.451,0.663,0.121,0.0497,0.578,0.271,0.111,143.75,2010,chill
Gregory Isaacs,My Kind of Lady,5,2007,dub,0.838,0.663,0.162,0.0414,0.291,0.0449,0.685,78.76,2000,chill
Author & Punisher,Fearce,7,2013,dub,0.511,0.497,0.0547,1.82e-05,0.403,0.696,0.573,100.017,2010,chill
Pushloop,Kula Kula,16,2017,dub,0.74,0.633,0.039,0.05,0.682,0.25,0.111,140.005,2010,chill
カルカヤマコト,HAPPY BIRTHDAY TO YOU,0,2004,dub,0.415,0.732,0.505,0.611,0.0,0.207,0.542,78.412,2000,chill
Ranking Joe,Natty The Collie Smoker,23,2004,dub,0.828,0.716,0.0578,0.177,0.0,0.195,0.859,120.898,2000,chill
"Lee ""Scratch"" Perry",High Ranking Sammy,9,2012,dub,0.723,0.436,0.0327,0.292,0.738,0.13,0.669,123.872,2010,chill
Audio Active,Universal Joint,0,2003,dub,0.523,0.825,0.0525,0.824,0.849,0.67,0.395,66.969,2000,chill
Alec Empire,13465,1,2000,dub,0.149,0.16,0.0338,0.772,0.757,0.113,0.0336,77.629,2000,chill
Xan Griffin,Leo (feat. NÉONHÈART),17,2017,dub,0.473,0.525,0.0376,0.0114,0.00245,0.11,0.157,74.961,2010,chill
Midnite,Who A Ga Do,11,2003,dub,0.859,0.645,0.461,0.117,0.0387,0.0615,0.851,115.531,2000,chill
Borgore,Way Up (Dr. Ozi Remix),22,2023,dub,0.612,0.959,0.067,0.0762,1.57e-06,0.0709,0.262,139.987,2020,chill
Pearson Sound,Heal Me,30,2017,dub,0.794,0.527,0.0574,0.0239,0.887,0.101,0.0367,121.011,2010,chill
Michelangelo,Si Supieras Tú,0,2001,dub,0.671,0.682,0.121,0.0579,9.44e-05,0.0833,0.874,193.947,2000,chill
Meï Teï Shô,Love Child - Live,0,2006,dub,0.447,0.798,0.174,0.00807,1.62e-05,0.353,0.33,90.171,2000,chill
Don Carlos,Late Night Blues,9,2015,dub,0.634,0.325,0.201,0.0884,0.0,0.131,0.397,73.177,2010,chill
Alec Empire,Curse of the Golden Angel,3,2003,dub,0.195,0.926,0.51,0.00411,0.925,0.16,0.053,161.476,2000,chill
Tubby Isiah,Tellaman,24,2020,dubstep,0.733,0.497,0.0886,0.0455,0.843,0.269,0.194,139.973,2020,euphoric
Rich Edwards,Inferno,10,2015,dubstep,0.625,0.868,0.0556,0.0209,0.402,0.128,0.706,127.984,2010,euphoric
Aerofeel5,Werta - Aerofeel5 Remix,0,2011,dubstep,0.813,0.615,0.0783,0.0836,0.898,0.168,0.0394,124.991,2010,euphoric
Тина Чарльз,Тише,0,2006,dubstep,0.781,0.933,0.0716,0.0157,0.153,0.0586,0.901,129.981,2000,euphoric
Avis Vox,Introspection Attemps - Desync Remix,0,2010,dubstep,0.745,0.62,0.0838,0.0031,0.728,0.0807,0.335,119.993,2010,euphoric
Hatcha,Ridick,1,2011,dubstep,0.558,0.382,0.102,0.00541,0.16,0.381,0.257,69.956,2010,euphoric
Anton Liss,ANTON LISS - Runaway,0,2011,dubstep,0.685,0.641,0.067,0.0857,0.000153,0.0773,0.517,128.014,2010,euphoric
Konstantin Yoodza,Birdlike - Original Mix,0,2011,dubstep,0.809,0.817,0.0602,9.03e-06,0.785,0.0342,0.335,127.02,2010,euphoric
Hellberg,All The Way (VIP Mix),11,2016,dubstep,0.559,0.557,0.0282,0.0142,0.478,0.113,0.0851,150.008,2010,euphoric
Rakoon,March,0,2005,dubstep,0.553,0.941,0.0643,0.0898,2.18e-06,0.254,0.555,128.163,2000,euphoric
Syntheticsax,Hod,0,2010,dubstep,0.809,0.72,0.0609,0.0155,0.883,0.0313,0.939,128.991,2010,euphoric
Tritonal,Can't Keep It In - Tritonal Club Mix,4,2012,dubstep,0.676,0.802,0.0672,0.00642,0.8,0.0536,0.534,131.998,2010,euphoric
Starkey,Last Chance,0,2008,dubstep,0.426,0.885,0.0813,0.224,0.653,0.169,0.439,135.93,2000,euphoric
Ookay,Matters,5,2014,dubstep,0.461,0.653,0.057,0.021,0.0187,0.127,0.142,127.891,2010,euphoric
Sizzle Bird,Illuminate,3,2013,dubstep,0.443,0.712,0.0487,0.329,0.296,0.0988,0.135,144.038,2010,euphoric
Dazz,Pink Whales,0,2007,dubstep,0.416,0.713,0.03,0.0793,0.000451,0.3,0.431,88.999,2000,euphoric
Zeds Dead,Sound Of The Underground,17,2019,dubstep,0.681,0.925,0.109,0.00378,0.779,0.112,0.198,170.077,2010,euphoric
LAXX,Gold Plated,7,2014,dubstep,0.627,0.876,0.0409,0.0004,0.0978,0.163,0.0758,145.087,2010,euphoric
Caspa,On It - Oscar Luweez Remix,0,2012,dubstep,0.778,0.818,0.036,0.263,0.859,0.678,0.651,130.002,2010,euphoric
Michelangelo,So Sexual,0,2010,dubstep,0.702,0.79,0.0684,0.279,3.82e-06,0.109,0.812,119.92,2010,euphoric
Jus Wan,The Crossing,0,2009,dubstep,0.501,0.945,0.0839,0.000289,0.931,0.364,0.808,137.98,2000,euphoric
Optimus Gryme,Deep Song (feat. Fiona Soe Paing),1,2009,dubstep,0.701,0.68,0.0338,0.0389,0.519,0.111,0.347,137.965,2000,euphoric
DJ Fashion,Brooklyn Style,5,2013,dubstep,0.649,0.871,0.0467,0.0359,0.0392,0.245,0.538,98.085,2010,euphoric
J:Kenzo,Ruckus - DJ Wonder Remix,0,2010,dubstep,0.821,0.748,0.112,0.0093,0.842,0.198,0.312,139.984,2010,euphoric
Black Tiger Sex Machine,Rezorecta - Pornorockerz Remix,2,2012,dubstep,0.599,0.936,0.0394,0.000153,0.841,0.349,0.167,127.987,2010,euphoric
MENTA,To Allo Miso,0,2007,dubstep,0.481,0.595,0.0304,0.226,0.0,0.704,0.577,137.088,2000,euphoric
Headhunter,Lifeform,3,2008,dubstep,0.764,0.43,0.0993,0.0326,0.889,0.0938,0.218,115.001,2000,euphoric
Sarantis,Ta Dilina,0,2008,dubstep,0.413,0.423,0.0369,0.254,0.0,0.14,0.564,203.88,2000,euphoric
Urbanstep,Ghost In The Shell - Original Mix,10,2016,dubstep,0.534,0.737,0.0539,0.0484,0.0025,0.107,0.355,142.092,2010,euphoric
Katya Chekhova,Не cтрашно (Инструментальная версия),0,2007,dubstep,0.771,0.776,0.0498,0.00153,0.831,0.0884,0.819,99.994,2000,euphoric
Benny Benassi,Finger Food,10,2008,edm,0.685,0.604,0.29,0.000414,0.0126,0.0472,0.512,126.005,2000,euphoric
Armin van Buuren,Face To Face [ASOT 437] - Martin Roth Remix,6,2009,edm,0.545,0.991,0.0541,0.0015,0.878,0.0592,0.799,136.995,2000,euphoric
Armin van Buuren,Yet Another Day (feat. Ray Wilson) - Original Mix,0,2004,edm,0.517,0.961,0.0748,0.00025,0.7,0.1,0.376,133.968,2000,euphoric
Kohra,Rubber Ducks,0,2007,edm,0.62,0.736,0.0781,0.00664,0.563,0.0723,0.388,133.9,2000,euphoric
Ralph Felix,The Heat (I Wanna Dance with Somebody),36,2017,edm,0.56,0.896,0.0673,0.032,0.000113,0.262,0.3,123.987,2010,euphoric
Armin van Buuren,A State Of Trance [ASOT 198] - Intro,1,2005,edm,0.373,0.865,0.3,0.00264,0.0,0.783,0.168,134.084,2000,euphoric
NO SIGNE,We Ride,54,2021,edm,0.602,0.85,0.0662,0.00172,0.000197,0.0549,0.224,123.01,2020,euphoric
Eric Prydz,2Night,25,2012,edm,0.477,0.919,0.0327,0.00393,0.887,0.41,0.0928,126.003,2010,euphoric
The Glitch Mob,Drive It Like You Stole It,41,2010,edm,0.608,0.68,0.0818,0.106,0.934,0.31,0.419,85.962,2010,euphoric
Tiësto,Hot In It - Riton Remix,46,2022,edm,0.757,0.772,0.0509,0.0013,0.0133,0.0835,0.642,123.058,2020,euphoric
Nucleya,Dum Maro Dum - Remix,7,2010,edm,0.573,0.834,0.331,0.00417,0.0,0.031,0.654,137.376,2010,euphoric
Dirty South,Sleazy - Dirty South Dub Mix,0,2004,edm,0.771,0.767,0.0588,0.0001,0.685,0.0886,0.787,130.006,2000,euphoric
Manse,Rising Sun,33,2015,edm,0.423,0.813,0.0405,0.0268,0.0,0.0713,0.326,128.124,2010,euphoric
JPB,High,50,2015,edm,0.57,0.694,0.0625,0.0251,0.0259,0.133,0.209,74.978,2010,euphoric
PNAU,Solid Ground,19,2011,edm,0.629,0.949,0.0567,0.0927,0.00339,0.315,0.784,127.97,2010,euphoric
Andrew Bayer,Counting The Points - Original Mix,17,2011,edm,0.617,0.633,0.0611,0.0778,0.00678,0.176,0.0359,128.004,2010,euphoric
Travis Bretzer,Won't Hide Her from Sin,7,2010,edm,0.539,0.672,0.0294,0.000224,0.246,0.0837,0.405,87.521,2010,euphoric
Cosmic Gate,Just a Tone,3,2002,edm,0.756,0.982,0.1,0.000395,0.827,0.0695,0.0386,139.987,2000,euphoric
Dada Life,White Noise / Red Meat,15,2011,edm,0.762,0.46,0.169,0.000369,0.766,0.179,0.204,127.991,2010,euphoric
WHIPPED CREAM,Rewind.. (But I Love You),54,2023,edm,0.668,0.787,0.0418,0.0248,0.795,0.0821,0.0381,130.034,2020,euphoric
Swedish House Mafia,Antidote - Tommy Trash Remix,16,2011,edm,0.731,0.977,0.433,0.000456,0.0,0.624,0.328,128.013,2010,euphoric
Sofi Tukker,Drinkee,46,2015,edm,0.773,0.663,0.0496,0.0557,0.61,0.229,0.324,115.002,2010,euphoric
Calvin Harris,Thinking About You (feat. Ayah Marar) - Michael Brun Remix,25,2013,edm,0.667,0.897,0.0504,0.0276,0.0242,0.0953,0.601,127.983,2010,euphoric
Tobu,Fantasy,33,2015,edm,0.687,0.934,0.0485,0.224,3.28e-05,0.0818,0.456,128.043,2010,euphoric
Felix Jaehn,Shine - Extended Mix,34,2014,edm,0.838,0.562,0.0384,0.0096,0.386,0.109,0.44,123.997,2010,euphoric
The Glitch Mob,Bad Wings,42,2010,edm,0.631,0.684,0.0436,0.0138,0.925,0.223,0.235,129.961,2010,euphoric
Dimas,Syahadat,0,2005,edm,0.468,0.316,0.0271,0.63,0.000589,0.149,0.162,77.125,2000,euphoric
Savant,Wildstyle - Original Mix,19,2013,edm,0.734,0.765,0.201,0.00468,0.647,0.339,0.757,139.968,2010,euphoric
Porter Robinson,Sea Of Voices - RAC Mix,28,2014,edm,0.602,0.652,0.0305,0.22,0.802,0.108,0.569,127.996,2010,euphoric
Mat Zo,Time On Your Side,18,2013,edm,0.447,0.931,0.0731,0.00453,0.00723,0.408,0.809,96.357,2010,euphoric
