artist,title,popularity,year,genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_decade,mood
Wisin & Yandel,Culpables los Dos,51,2022,electro,0.707,0.756,0.234,0.247,0.000155,0.168,0.673,174.069,2020,euphoric
The Dynamics,Seven Nation Army,40,2007,electro,0.902,0.645,0.0469,0.0288,0.566,0.0999,0.922,120.01,2000,euphoric
Mandalay,Don't Invent Me,13,2000,electro,0.54,0.425,0.0279,0.326,0.419,0.142,0.323,119.993,2000,euphoric
B. Fleischmann,Broken Monitors,20,2006,electro,0.681,0.442,0.0312,0.89,0.767,0.097,0.272,120.047,2000,euphoric
Grady,500 Days of Summer,46,2019,electro,0.672,0.762,0.25,0.404,2.48e-06,0.146,0.704,77.051,2010,euphoric
The Avalanche Diaries,Enough to Break the Ice,23,2012,electro,0.498,0.942,0.0867,9.78e-05,0.0715,0.106,0.125,132.081,2010,euphoric
Four Tet,Circling,28,2010,electro,0.398,0.661,0.0323,0.961,0.911,0.102,0.369,184.395,2010,euphoric
Geri Halliwell,Bag It Up - D-Bop's Chocolate Vocal Mix; Edit,13,2000,electro,0.693,0.921,0.0357,0.0036,0.00133,0.069,0.634,132.052,2000,euphoric
Morcheeba,Run Honey Run,43,2008,electro,0.623,0.606,0.0311,0.162,0.0772,0.109,0.204,87.979,2000,euphoric
Daft Punk,Give Life Back to Music,61,2013,electro,0.788,0.616,0.0337,0.00286,0.549,0.0952,0.696,119.037,2010,euphoric
Basement Jaxx,Take Me Back To Your House,31,2006,electro,0.63,0.869,0.0414,0.00136,0.00257,0.892,0.523,124.989,2000,euphoric
James Blake,Retrograde,61,2013,electro,0.533,0.251,0.0372,0.873,0.104,0.134,0.186,77.503,2010,euphoric
The Algorithm,Trojans,27,2012,electro,0.592,0.957,0.0422,0.00142,0.64,0.167,0.461,132.976,2010,euphoric
Niki & The Dove,Coconut Kiss,42,2016,electro,0.669,0.668,0.0617,0.0608,0.000159,0.0889,0.647,82.006,2010,euphoric
múm,On The Old Mountain Radio,13,2001,electro,0.668,0.317,0.0323,0.745,0.892,0.0914,0.145,119.928,2000,euphoric
Morcheeba,A Well Deserved Break,28,2000,electro,0.85,0.369,0.0576,0.0357,0.475,0.105,0.742,98.091,2000,euphoric
Combichrist,Im Happy Anyway,18,2005,electro,0.62,0.844,0.0436,0.000397,0.833,0.094,0.553,140.007,2000,euphoric
Zeromancer,Wannabe,8,2001,electro,0.609,0.866,0.0365,0.109,0.0108,0.0866,0.377,98.173,2000,euphoric
Gramatik,Obviously,33,2014,electro,0.756,0.522,0.151,0.252,1.13e-06,0.15,0.761,97.036,2010,euphoric
Zeigeist,Tar Heart,25,2008,electro,0.658,0.914,0.0484,0.00448,9.92e-06,0.0638,0.782,115.002,2000,euphoric
Telefon Tel Aviv,7 8 - Archive '99,10,2001,electro,0.589,0.923,0.0391,0.126,0.838,0.255,0.399,147.97,2000,euphoric
trentemøller,"Silver Surfer, Ghost Rider Go!!!",31,2010,electro,0.488,0.964,0.0573,0.000368,0.706,0.0491,0.347,158.952,2010,euphoric
Arpanet,Wireframe Images,13,2002,electro,0.789,0.987,0.0657,5.58e-05,0.868,0.168,0.305,132.991,2000,euphoric
Alec Benjamin,Alamo,49,2020,electro,0.719,0.49,0.21,0.628,0.0,0.0871,0.661,159.999,2020,euphoric
Imperative Reaction,Fallout,18,2008,electro,0.45,0.979,0.0672,0.000979,0.00764,0.0886,0.622,125.039,2000,euphoric
Darren Hayes,Like It or Not,21,2002,electro,0.525,0.687,0.0358,0.14,3.2e-05,0.145,0.647,159.733,2000,euphoric
Dyland & Lenny,Pégate Más (Juan Magan Remix) (feat. Juan Magán),43,2011,electro,0.675,0.858,0.0902,0.0117,6.43e-06,0.217,0.805,132.023,2010,euphoric
Lucas Nord,Closer To You,58,2022,electro,0.685,0.826,0.029,0.0962,0.508,0.144,0.34,124.99,2020,euphoric
Ashbury Heights,Spiders,34,2008,electro,0.797,0.801,0.0349,0.0926,0.000492,0.0912,0.653,120.01,2000,euphoric
Zeromancer,Industrypeople,28,2010,electro,0.592,0.841,0.0541,0.0029,0.00828,0.125,0.327,125.028,2010,euphoric
Poshlaya Molly,Типичная вечеринка с бассейном,49,2018,electronic,0.574,0.512,0.0367,0.00355,0.0297,0.133,0.0972,110.039,2010,chill
Tied & Tickled Trio,Nummer 2 - Christof Kurzman Mix,1,2000,electronic,0.515,0.671,0.0317,0.000504,0.782,0.0963,0.268,147.071,2000,chill
Gramatik,Swucca Chust,35,2015,electronic,0.815,0.847,0.197,0.0716,0.028,0.079,0.894,95.015,2010,chill
"Farewell, My Love",A Dance You Won't Forget,10,2011,electronic,0.279,0.969,0.399,0.00162,0.0922,0.0574,0.227,179.04,2010,chill
La Prohibida,Amor Eléctrico,28,2011,electronic,0.738,0.773,0.0367,0.0183,0.00912,0.124,0.82,131.012,2010,chill
The Horrors,Horrors' Theme,8,2007,electronic,0.259,0.808,0.0983,5.04e-05,0.000824,0.172,0.791,213.358,2000,chill
deadmau5,Sofi Needs a Ladder,21,2014,electronic,0.778,0.709,0.0532,0.00424,0.00273,0.748,0.337,128.01,2010,chill
Justice,Stop,38,2016,electronic,0.525,0.634,0.037,0.075,0.000106,0.113,0.661,170.065,2010,chill
Hidden Orchestra,Hushed,11,2012,electronic,0.439,0.506,0.028,0.299,0.964,0.0861,0.215,159.985,2010,chill
Electric Century,Let You Get Away,21,2015,electronic,0.531,0.959,0.0404,0.0285,0.0046,0.244,0.539,130.015,2010,chill
TroyBoi,Grimey,30,2017,electronic,0.883,0.406,0.301,0.0307,0.547,0.057,0.534,140.07,2010,chill
Fila Brazillia,Nightfall,7,2002,electronic,0.772,0.533,0.11,0.804,0.614,0.12,0.77,77.846,2000,chill
Shiny Toy Guns,You Are The One - Gabriel & Dresden Unplugged Mix,9,2009,electronic,0.758,0.71,0.0942,0.00125,0.0235,0.0469,0.625,134.994,2000,chill
Hucci,The Fall,29,2013,electronic,0.601,0.437,0.293,0.311,0.00759,0.102,0.0661,140.021,2010,chill
Plaid,Upona,6,2003,electronic,0.527,0.967,0.069,0.117,0.811,0.151,0.468,111.239,2000,chill
Bat For Lashes,Travelling Woman,21,2009,electronic,0.507,0.388,0.0344,0.543,0.0112,0.0891,0.298,130.559,2000,chill
Ephixa,Sundance,30,2019,electronic,0.518,0.968,0.0343,0.00012,0.841,0.227,0.0399,123.981,2010,chill
U96,Das Boot (V2) - D72 Remix,39,2021,electronic,0.695,0.911,0.0421,0.171,0.795,0.0737,0.039,131.988,2020,chill
Red Snapper,Don't Go Nowhere,9,2000,electronic,0.667,0.83,0.0458,0.00204,0.873,0.0937,0.713,90.043,2000,chill
Weval,Rooftop Paradise,26,2013,electronic,0.572,0.908,0.049,0.46,0.806,0.0892,0.475,110.007,2010,chill
Mo' Horizons,Jungle Affair,28,2011,electronic,0.78,0.952,0.0428,0.214,0.822,0.055,0.506,102.022,2010,chill
TroyBoi,Loco,34,2022,electronic,0.833,0.732,0.0877,0.0361,0.61,0.212,0.738,97.987,2020,chill
islandman,FİDAYDA,28,2023,electronic,0.457,0.668,0.0396,0.0239,0.436,0.0813,0.326,179.962,2020,chill
Dntel,Dumb Luck,9,2007,electronic,0.461,0.502,0.0406,0.0473,0.252,0.106,0.268,110.257,2000,chill
Nightmares On Wax,Own Me,35,2021,electronic,0.524,0.387,0.133,0.622,0.22,0.196,0.605,104.817,2020,chill
Holy Fuck,Safari,4,2007,electronic,0.577,0.991,0.0789,0.533,0.912,0.194,0.463,108.566,2000,chill
James Blake,Sparing the Horses,18,2009,electronic,0.835,0.379,0.904,0.177,0.00775,0.292,0.47,139.992,2000,chill
Kill Hannah,Wrap Myself Around You (Demo),6,2008,electronic,0.563,0.897,0.0338,0.00267,0.00372,0.115,0.633,139.997,2000,chill
Mbongwana Star,Malukayi (feat. Konono N°1),29,2015,electronic,0.601,0.813,0.0328,0.177,0.0766,0.334,0.185,101.587,2010,chill
Arpadys,Monkey Star,11,2007,electronic,0.639,0.922,0.0665,0.0328,0.436,0.397,0.687,126.456,2000,chill
Smoke Or Fire,Melatonin,20,2007,emo,0.319,0.876,0.1,0.00364,2.56e-06,0.315,0.767,167.251,2000,intense
Banner Pilot,Barker,10,2008,emo,0.42,0.993,0.0615,7.98e-05,0.000632,0.391,0.409,102.576,2000,intense
Arm's Length,Tough Love,39,2022,emo,0.408,0.768,0.0552,0.0127,1.46e-06,0.131,0.441,83.598,2020,intense
Nicoteen Ninyo,white lies,43,2020,emo,0.265,0.596,0.0471,0.0844,0.004,0.0893,0.279,180.212,2020,intense
Brandtson,Grace Thinks I'm A Failure,4,2000,emo,0.651,0.809,0.0394,0.04,0.000159,0.0887,0.38,111.012,2000,intense
Panima,Wake Up,2,2007,emo,0.314,0.9,0.113,0.000245,2.92e-05,0.0429,0.645,160.103,2000,intense
Future Teens,Frequent Crier,28,2019,emo,0.446,0.701,0.0396,0.0184,8.11e-06,0.161,0.693,76.741,2010,intense
mewithoutYou,Every Thought A Thought Of You,35,2009,emo,0.611,0.785,0.0317,0.0444,0.00071,0.118,0.672,77.452,2000,intense
The Front Bottoms,Somebody Else,33,2018,emo,0.459,0.883,0.0582,0.00373,4.06e-05,0.142,0.0862,132.93,2010,intense
Rival Schools,So Down On,19,2001,emo,0.379,0.928,0.0508,5.26e-05,0.0,0.355,0.473,138.013,2000,intense
Last Days Of April,Your Anyone,1,2004,emo,0.445,0.805,0.036,0.0175,0.272,0.181,0.388,117.697,2000,intense
The Summer Set,Close to Me,13,2008,emo,0.463,0.91,0.053,0.000523,0.0,0.364,0.703,129.936,2000,intense
Teen Suicide,dead bird skeleton,22,2015,emo,0.356,0.828,0.0395,0.00858,0.0545,0.359,0.195,130.712,2010,intense
Lil Pump,Molly,46,2017,emo,0.917,0.624,0.147,0.0579,0.0,0.0714,0.343,124.984,2010,intense
On The Might Of Princes,They Made Me Do It - Remastered,10,2023,emo,0.359,0.831,0.0295,0.0315,0.771,0.0983,0.28,71.593,2020,intense
WVNDER,Grapevine,13,2014,emo,0.408,0.938,0.0786,0.000278,0.000225,0.235,0.468,79.79,2010,intense
Fiddlehead,Life Notice,29,2021,emo,0.412,0.91,0.0864,0.000705,0.000959,0.083,0.357,175.036,2020,intense
Small Brown Bike,What's Missing Is Dead,3,2003,emo,0.398,0.941,0.114,0.00186,0.4,0.451,0.239,142.215,2000,intense
Fit For Rivals,Hallelujah,38,2009,emo,0.425,0.978,0.0769,0.00132,0.0,0.0852,0.763,169.955,2000,intense
Two Knights,I'm Here for the Pizzah Partie,15,2013,emo,0.392,0.596,0.0371,0.0313,0.000978,0.118,0.147,112.01,2010,intense
The Morning Light,You're Not Mine,4,2008,emo,0.513,0.744,0.0484,0.000915,0.0,0.0727,0.538,134.006,2000,intense
Lemuria,Get Some Sleep,15,2008,emo,0.27,0.885,0.0952,0.00446,0.0,0.271,0.707,170.442,2000,intense
Mae,Waiting,13,2007,emo,0.471,0.941,0.0726,0.00221,0.309,0.0995,0.289,142.02,2000,intense
Latterman,He's A Good Sposato (I Love Ya Blue-Blue),10,2005,emo,0.452,0.865,0.117,0.0552,0.0,0.108,0.59,95.984,2000,intense
Chinese Football,Goalkeeper,34,2015,emo,0.625,0.771,0.027,0.000524,0.121,0.123,0.409,128.068,2010,intense
Hum,Folding,27,2020,emo,0.384,0.637,0.0292,0.00259,0.812,0.64,0.0989,108.291,2020,intense
Microwave,Wrong,37,2016,emo,0.661,0.62,0.0265,0.0982,0.0023,0.105,0.528,94.988,2010,intense
Автостопом по фазе сна,Давай поправимся,47,2021,emo,0.823,0.499,0.0511,0.115,2.51e-06,0.178,0.362,130.082,2020,intense
Taking Back Sunday,Set Phasers To Stun,48,2004,emo,0.501,0.94,0.138,0.00182,9.86e-06,0.0718,0.729,166.982,2000,intense
State Champs,Small Talk,10,2010,emo,0.226,0.972,0.149,0.000997,0.0,0.284,0.286,89.665,2010,intense
Half Moon Run,Grow into Love,52,2020,folk,0.627,0.532,0.0297,0.278,6.54e-05,0.113,0.368,95.527,2020,peaceful
The Milk Carton Kids,Monterey,33,2015,folk,0.588,0.121,0.031,0.939,0.000524,0.113,0.214,97.999,2010,peaceful
Griogair Labhruidh,Airde Chuain,22,2007,folk,0.313,0.163,0.0344,0.948,0.0,0.0736,0.232,70.789,2000,peaceful
Tay Oskee,Floating,60,2020,folk,0.686,0.531,0.0801,0.531,0.00755,0.107,0.268,99.02,2020,peaceful
Kimmie Rhodes,Love Me Like A Song,31,2002,folk,0.604,0.241,0.0281,0.898,0.000264,0.101,0.297,95.678,2000,peaceful
City and Colour,The Girl,57,2008,folk,0.404,0.542,0.0349,0.837,7.21e-05,0.137,0.183,109.166,2000,peaceful
Gone Gone Beyond,Things are Changing,40,2019,folk,0.575,0.369,0.029,0.661,3.76e-06,0.107,0.0888,112.042,2010,peaceful
Half Moon Run,Turn Your Love,38,2015,folk,0.648,0.707,0.058,0.217,0.117,0.0882,0.599,172.011,2010,peaceful
Aine Minogue,Aisling,18,2004,folk,0.263,0.103,0.0372,0.972,0.917,0.121,0.0691,89.235,2000,peaceful
Charlie Hope,Over in the Meadow,38,2015,folk,0.754,0.528,0.035,0.573,0.0,0.107,0.751,107.976,2010,peaceful
Eva Cassidy,Woodstock,23,2000,folk,0.386,0.162,0.0342,0.953,5.6e-05,0.118,0.183,170.408,2000,peaceful
The Wolfe Tones,My Heart is in Ireland,29,2010,folk,0.499,0.259,0.0263,0.544,0.0,0.192,0.424,103.348,2010,peaceful
Cellar Darling,Redemption,33,2017,folk,0.356,0.805,0.0562,0.00486,0.00247,0.132,0.102,162.158,2010,peaceful
Patrick Watson,Luscious Life,38,2006,folk,0.407,0.632,0.035,0.208,0.0181,0.102,0.252,82.949,2000,peaceful
flora cash,You're Somebody Else - Young Bombs Remix,30,2018,folk,0.527,0.711,0.0656,0.383,0.0,0.0932,0.328,109.903,2010,peaceful
Emmylou Harris,Mystery Train,0,2023,folk,0.559,0.671,0.0337,0.358,0.0816,0.331,0.676,131.515,2020,peaceful
Brandi Carlile,Whatever You Do,41,2018,folk,0.406,0.341,0.0349,0.681,0.000568,0.0789,0.286,148.654,2010,peaceful
Elizabeth Mitchell,Peace Like a River,45,2006,folk,0.6,0.102,0.0399,0.791,0.0,0.198,0.364,73.69,2000,peaceful
Peter Ostroushko,Medicine Bow,11,2000,folk,0.282,0.116,0.0331,0.918,0.353,0.123,0.31,135.73,2000,peaceful
The Oh Hellos,Rounds,38,2020,folk,0.257,0.183,0.0303,0.805,0.000172,0.0828,0.179,62.014,2020,peaceful
Musa Eroğlu,Halil İbrahim,54,2006,folk,0.728,0.324,0.0335,0.824,1.35e-05,0.497,0.538,112.921,2000,peaceful
John Hiatt,I’m In Asheville,33,2021,folk,0.41,0.27,0.0336,0.867,0.011,0.0989,0.356,78.266,2020,peaceful
Zeljko Samardzic,Ako odeš,32,2001,folk,0.416,0.598,0.0335,0.445,0.0,0.0874,0.158,114.957,2000,peaceful
Rising Shadows,Eschaton,24,2010,folk,0.367,0.222,0.0357,0.745,0.948,0.0964,0.287,129.961,2010,peaceful
Anna Leone,Remember,51,2021,folk,0.301,0.205,0.0364,0.932,0.00093,0.112,0.206,204.953,2020,peaceful
Dark Sanctuary,Ouverture,31,2008,folk,0.15,0.163,0.036,0.886,0.915,0.0827,0.0363,73.446,2000,peaceful
The Staves,Nothing’s Gonna Happen,50,2021,folk,0.36,0.209,0.0322,0.77,5.1e-05,0.129,0.213,75.349,2020,peaceful
The Tallest Man On Earth,A Lion's Heart,33,2010,folk,0.665,0.297,0.0392,0.884,0.0,0.137,0.464,121.49,2010,peaceful
Paul McCartney,This Never Happened Before,46,2005,folk,0.502,0.408,0.0305,0.685,0.00263,0.12,0.346,161.06,2000,peaceful
Department Of Eagles,Therapy Car Noise,17,2008,folk,0.448,0.55,0.0462,0.988,0.918,0.441,0.369,120.092,2000,peaceful
Brasas do Forró,Lambendo Espoleta (feat. Gaúcho da Fronteira),6,2016,forro,0.642,0.802,0.0799,0.495,0.0,0.743,0.906,110.169,2010,romantic
Forró da Brucelose & Gilson Neto,Solidão,1,2004,forro,0.281,0.923,0.0487,0.101,0.0222,0.0596,0.916,189.436,2000,romantic
Assisão,Chaminé,0,2007,forro,0.648,0.939,0.0824,0.0787,0.0,0.148,0.949,163.409,2000,romantic
Robério e Seus Teclados,No Meio da Mulherada,0,2017,forro,0.788,0.907,0.0682,0.00846,0.0,0.212,0.904,147.93,2010,romantic
Pepe Moreno,Bebendo pra Me Esquecer,8,2007,forro,0.815,0.979,0.0601,0.258,0.0,0.356,0.891,122.008,2000,romantic
Zé Vaqueiro,Espumas ao Vento - Forró Viral,49,2021,forro,0.703,0.819,0.0349,0.256,0.0,0.258,0.848,160.118,2020,romantic
Paulynho Paixão,Louca Ansiedade,10,2021,forro,0.468,0.598,0.0295,0.414,0.0,0.212,0.664,144.974,2020,romantic
Malla 100 Alça,Morrendo de Paixão,14,2008,forro,0.464,0.867,0.0413,0.549,0.0,0.122,0.614,75.087,2000,romantic
Banda Flor Da Paixão,Solução,25,2019,forro,0.751,0.537,0.029,0.451,0.0,0.396,0.739,130.041,2010,romantic
Noda de Caju,Amor e Prazer,0,2000,forro,0.623,0.684,0.058,0.183,0.0,0.087,0.831,103.062,2000,romantic
Alcymar Monteiro,Adeus,1,2005,forro,0.712,0.816,0.099,0.531,0.0,0.134,0.894,182.994,2000,romantic
Robério e Seus Teclados,O Famoso,1,2013,forro,0.773,0.942,0.0313,0.502,0.0,0.102,0.967,117.924,2010,romantic
Catuaba Com Amendoim,Velho Cuca,16,2001,forro,0.661,0.912,0.0554,0.428,0.0,0.0217,0.929,187.931,2000,romantic
Aviões do Forró,Deixa,26,2004,forro,0.685,0.878,0.0415,0.39,0.0,0.186,0.969,181.761,2000,romantic
Bell Marques,Amar Você Não Doí / Vem / 100% Você - Live,19,2020,forro,0.617,0.848,0.0484,0.0807,0.000178,0.0367,0.679,115.526,2020,romantic
Caviar Com Rapadura,Coração de Bruta,28,2023,forro,0.706,0.922,0.0321,0.383,0.0,0.17,0.931,99.974,2020,romantic
Robério e Seus Teclados,A Filha do Seu Zé - AO VIVO,5,2023,forro,0.626,0.83,0.0394,0.2,2.22e-05,0.125,0.758,173.938,2020,romantic
Noda de Caju,Cedo demais - Ao vivo,0,2008,forro,0.688,0.842,0.0535,0.725,0.000128,0.32,0.859,104.089,2000,romantic
Juraildes Da Cruz,Dodói,1,2000,forro,0.553,0.684,0.0598,0.507,0.0,0.132,0.89,109.562,2000,romantic
Zezo,Amor E Desprezo,2,2009,forro,0.758,0.852,0.0349,0.736,3.17e-05,0.109,0.842,142.002,2000,romantic
Forró Boys,Mulekin Molim,28,2016,forro,0.717,0.916,0.0343,0.742,0.000479,0.186,0.967,92.934,2010,romantic
Cavaleiros do Forró,Quem Foi Que Disse - Ao Vivo,2,2002,forro,0.554,0.917,0.0691,0.324,0.0,0.793,0.687,101.948,2000,romantic
Forró 100 Preconceito,Toma Pisadinha,0,2013,forro,0.779,0.98,0.0612,0.358,0.0,0.136,0.771,99.918,2010,romantic
Mylla Karvalho,Tua Graça - Ao Vivo,2,2009,forro,0.472,0.536,0.0365,0.436,0.0,0.85,0.203,149.978,2000,romantic
Banda Calypso,Vida Minha,18,2009,forro,0.752,0.814,0.0286,0.182,4.77e-05,0.0739,0.905,113.976,2000,romantic
Bonde do Forró,Deve Ser Amor,5,2008,forro,0.542,0.799,0.0508,0.518,0.0,0.27,0.891,179.914,2000,romantic
Pedrinho Pegação,Não Devo Nada a Ninguém - Ao Vivo,9,2021,forro,0.712,0.963,0.103,0.374,0.0,0.29,0.909,163.967,2020,romantic
Corisco do Trovão,Amante Mulher - Ao Vivo,0,2004,forro,0.563,0.616,0.0425,0.476,3.54e-05,0.218,0.75,105.001,2000,romantic
Max e Luan,Língua dos Anjos - Ao Vivo,52,2023,forro,0.568,0.694,0.0557,0.652,0.0,0.388,0.555,129.858,2020,romantic
Calcinha Preta,Só um Amor,12,2006,forro,0.572,0.794,0.032,0.14,2.04e-05,0.574,0.692,80.013,2000,romantic
Jean-Jacques Goldman,On ira - Live Un tour ensemble 2002,24,2003,french,0.349,0.812,0.114,0.387,0.0,0.477,0.317,125.858,2000,nostalgic
Cœur De Pirate,Printemps,32,2008,french,0.706,0.507,0.0371,0.781,0.00489,0.095,0.536,109.943,2000,nostalgic
Alpha Blondy,Sweet Fanta Diallo,23,2013,french,0.763,0.838,0.0491,0.293,0.0,0.0735,0.892,101.497,2010,nostalgic
Camille Saint-Saëns,"Samson et Dalila, Op. 47, R. 288 / Act III: Bacchanale",8,2012,french,0.22,0.22,0.0558,0.826,0.711,0.123,0.217,153.012,2010,nostalgic
Syd Matters,Motion,16,2005,french,0.185,0.346,0.0387,0.365,0.336,0.189,0.0368,150.208,2000,nostalgic
Lara Fabian,Je t'aime encore,34,2010,french,0.364,0.687,0.0373,0.25,0.0,0.129,0.249,148.067,2010,nostalgic
Hillsong Global Project,Unending Love,5,2012,french,0.353,0.585,0.0291,0.03,0.0,0.362,0.146,157.801,2010,nostalgic
Renaud,La teigne,4,2006,french,0.375,0.433,0.034,0.618,0.0,0.281,0.68,98.816,2000,nostalgic
Oscar Anton,bye bye again - Bob Sinclar Remix,45,2020,french,0.77,0.798,0.0406,0.142,0.0876,0.115,0.805,93.017,2020,nostalgic
BB Brunes,Coups et blessures,51,2012,french,0.711,0.807,0.0292,0.000793,0.117,0.293,0.639,119.973,2010,nostalgic
Sebastian Demrey & Jimmy Lahaie,Oh! Prends Mon âme,28,2015,french,0.517,0.332,0.0261,0.228,5.64e-06,0.0932,0.283,143.886,2010,nostalgic
Népal,En face,56,2020,french,0.517,0.552,0.378,0.759,0.0,0.115,0.18,86.892,2020,nostalgic
Django Reinhardt,Hallelujah,13,2014,french,0.724,0.277,0.0876,0.772,0.88,0.0988,0.823,143.111,2010,nostalgic
Les Wriggles,Planète,11,2002,french,0.583,0.36,0.0744,0.772,0.0,0.114,0.445,114.629,2000,nostalgic
Indochine,D'ici mon amour - Version acoustique,11,2001,french,0.547,0.898,0.0284,0.121,8.37e-05,0.355,0.664,134.041,2000,nostalgic
Salut C'est Cool,Révélations mystiques,16,2015,french,0.74,0.799,0.054,0.365,0.444,0.105,0.781,131.005,2010,nostalgic
Shaka Ponk,Twisted Minda,40,2009,french,0.505,0.981,0.0785,0.0589,8.25e-05,0.282,0.589,141.024,2000,nostalgic
Daze,Thinking About You,12,2013,french,0.764,0.671,0.0514,0.00116,0.00737,0.31,0.933,116.015,2010,nostalgic
Saez,Marianne,10,2012,french,0.311,0.851,0.355,0.0003,0.0,0.071,0.27,128.019,2010,nostalgic
Juniore,Dans le noir,30,2013,french,0.611,0.719,0.0263,0.00057,0.189,0.263,0.73,136.949,2010,nostalgic
La Fine Equipe,Bible meringuée,17,2011,french,0.596,0.452,0.132,0.0465,0.00752,0.136,0.317,108.811,2010,nostalgic
Dany Brillant,Regarde-moi,14,2001,french,0.547,0.723,0.109,0.629,0.0,0.0892,0.749,167.307,2000,nostalgic
Matmatah,The Grave Digger,18,2001,french,0.574,0.391,0.0301,0.536,0.000121,0.115,0.412,159.943,2000,nostalgic
French Fuse,Squid Fuse,40,2021,french,0.719,0.594,0.0335,0.165,0.798,0.116,0.103,120.029,2020,nostalgic
Rise Of The Northstar,Bejita's Revenge,28,2012,french,0.222,0.765,0.0509,0.000117,0.0,0.689,0.289,110.096,2010,nostalgic
Brasco & El Matador,Ma Zermi,9,2006,french,0.53,0.71,0.241,0.0866,0.0,0.169,0.257,85.249,2000,nostalgic
Damso,Κ. Kin la belle,52,2017,french,0.743,0.777,0.0594,0.319,0.000169,0.072,0.77,113.998,2010,nostalgic
Patricia Kaas,Entrer dans la lumière,9,2001,french,0.568,0.369,0.0384,0.142,0.196,0.112,0.118,78.912,2000,nostalgic
Richard De Bordeaux,La drogue,20,2010,french,0.584,0.733,0.0454,0.224,0.771,0.0665,0.59,113.638,2010,nostalgic
Papooz,About Felix,20,2019,french,0.655,0.719,0.0246,0.0101,0.208,0.108,0.405,94.952,2010,nostalgic
The Meltdown,Sweet Water,57,2015,funk,0.712,0.565,0.0332,0.632,9.14e-05,0.0945,0.751,96.585,2010,chill
Mayer Hawthorne,I Need You,18,2010,funk,0.404,0.712,0.043,0.231,0.0,0.123,0.586,139.898,2010,chill
Wanessa Camargo,O Amor Não Deixa (Love Won'T Let Me),43,2000,funk,0.582,0.655,0.0336,0.109,0.0,0.256,0.736,149.982,2000,chill
Jimmy McGriff,I've Got A Woman,16,2006,funk,0.656,0.616,0.0367,0.341,0.922,0.166,0.836,117.182,2000,chill
Daz Dillinger,My System,20,2000,funk,0.798,0.468,0.366,0.000466,0.00441,0.0804,0.351,73.076,2000,chill
Prince,ANOTHERLOVE,21,2014,funk,0.415,0.613,0.104,0.000836,0.00482,0.212,0.591,135.869,2010,chill
Pieces Of A Dream,Peeping Tom,12,2013,funk,0.655,0.795,0.0339,0.0139,0.825,0.0955,0.827,95.025,2010,chill
Leon Ware,You Are The Way You Are - Demo,12,2003,funk,0.255,0.259,0.0305,0.86,3.07e-05,0.109,0.195,88.962,2000,chill
Santa Fe & The Fat City Horns,I'll Pack it Up,12,2009,funk,0.759,0.818,0.0533,0.0293,0.00143,0.0858,0.687,129.912,2000,chill
Frank Mccomb,The Wedding Song,15,2000,funk,0.552,0.367,0.0332,0.773,1.15e-05,0.132,0.312,116.002,2000,chill
Nick Waterhouse,Don't You Forget It,14,2012,funk,0.568,0.572,0.0412,0.535,0.00517,0.248,0.797,155.168,2010,chill
Macross 82-99,マあなたTHE NIGHT IN TOKYO,17,2013,funk,0.547,0.836,0.0957,0.0248,0.503,0.494,0.643,91.029,2010,chill
C-Bo,Paper Made,15,2014,funk,0.751,0.67,0.318,0.0182,0.0,0.0291,0.911,90.014,2010,chill
Scary Pockets,Kiss Me,34,2022,funk,0.66,0.668,0.0348,0.147,0.113,0.361,0.848,93.122,2020,chill
Jill Scott,Imagination/Crown Royal Suite,22,2007,funk,0.434,0.563,0.0846,0.252,0.0,0.45,0.348,135.515,2000,chill
Tha Dogg Pound,Smoke,25,2001,funk,0.727,0.597,0.334,0.0451,0.0,0.363,0.501,173.975,2000,chill
Raphael Saadiq,Just Don't (feat. Yukimi Nakano),16,2011,funk,0.525,0.765,0.0301,0.0246,0.000332,0.117,0.356,100.03,2010,chill
zebrahead,Ignite,20,2008,funk,0.495,0.998,0.21,0.00707,1.5e-06,0.0985,0.312,102.456,2000,chill
Dyke & The Blazers,Funky Walk Part 2 (West),16,2013,funk,0.733,0.71,0.0564,0.04,0.718,0.118,0.797,112.619,2010,chill
Manu Gavassi,áudio de desculpas,48,2019,funk,0.81,0.66,0.344,0.447,0.0,0.105,0.556,135.034,2010,chill
Donald Byrd,I Married An Angel,11,2010,funk,0.482,0.134,0.0393,0.974,0.493,0.111,0.215,140.103,2010,chill
Finger Eleven,Stone Soul,20,2010,funk,0.599,0.895,0.0475,0.00058,4.44e-06,0.0614,0.505,112.02,2010,chill
MC Ryan SP,Tchau Obrigado,63,2021,funk,0.806,0.595,0.575,0.679,0.0,0.083,0.645,113.11,2020,chill
